position_name,company_name,salary,work_city,work_exp,education,company_size,company_type,industry,position_url,job_summary,welfare,salary_count
农业产业AI负责人,凯盛浩丰农业集团有限公司,3万-6万,上海,经验不限,本科,1000-9999人,其它,农/林/牧/渔,http://www.zhaopin.com/jobdetail/CCL1322881700J40690301401.htm,一、项目规划与实施1.将AI技术应用到农业生产、供应链管理、销售当中，负责AI项目整体规划和实施管理，带领团队完成既定目标，确保项目按时、按质、按量完成。2.根据项目需求，制定技术方案、设计思路、实施方案等，并组织相关团队成员进行技术研发工作。二、团队管理与协调1.负责组织并推动团队成员的工作，确保团队达成任务指标，提高团队整体绩效。2.协调内部资源与外部合作方的关系，推进项目的进度和质量，解决项...,,
电商数据标注专员（10：00-19：00包3餐）,软通动力信息技术(集团)股份有限公司,9千-1.2万,上海,经验不限,大专,10000人以上,民营,互联网,http://www.zhaopin.com/jobdetail/CC000544460J40652807216.htm,职位描述： 1、负责电商商品基础规则梳理和数据标注，包括但不限于商品维度规则整理，拆分，归类，答疑； 2、对接算法组标注及产品组内的商品基层规则校验需求，按时交付任务。 职位要求： 1、有一定电商从事经验，且对商品基础分类规则有基本认识和理解，有电商标注相关经验者优先； 2、善于总结工作经验，思维敏捷，灵活性高，适应能力和学习能力强。职位要求有电商标注、审核相关经验，对商品基础分类规则有认识，主做...,,
AI行业解决方案工程师,北京爆款科技有限公司,2万-3.5万,上海,5-10年,本科,100-299人,民营,科学技术推广,http://www.zhaopin.com/jobdetail/CC545312930J40558740216.htm,工作职责：1. 负责AI技术在各行业的解决方案设计和实施，包括但不限于金融、医疗、教育、交通等。2. 深入了解客户需求，进行需求分析和方案设计，提供符合客户需求的AI解决方案。3. 与产品经理、技术研发团队紧密合作，将AI解决方案转化为实际产品或服务。4. 跟踪和研究AI领域的前沿技术，持续优化解决方案。5. 参与项目投标、谈判及合同签订工作，确保项目顺利实施。6. 负责客户培训、技术交流和问题解...,,
AI应用工程师,上海比孚信息科技有限公司,1.5万-3万,上海,3-5年,本科,100-299人,民营,计算机软件,http://www.zhaopin.com/jobdetail/CC572993020J40693392601.htm,工作职责：1.负责AIGC的相关领域的技术调研与落地工作，为项目提供技术支持和解决方案，如RAG、Agent等；2.参与AI相关项目的研发与实施，包括但不限于系统设计、应用开发调优、效果测评等；3.分析和解决AI应用中的问题，确保系统的稳定性；4.与团队成员紧密合作，确保项目按时交付并达到预期效果岗位要求：1.计算机、人工智能等相关专业的本科及以上学历，2年以上工作经验，获得过高中数学联赛的奖项。...,,
AI工程师,软通动力信息技术(集团)股份有限公司,1.2万-2万,上海,1-3年,本科,10000人以上,民营,互联网,http://www.zhaopin.com/jobdetail/CC000544460J40640220516.htm,精通Python编程，熟悉其生态系统，如用NumPy、Pandas进行数据处理掌握面向对象编程、数据结构和算法的基础知识有AI大模型设计经验,,
AI软件产品经理,上海蓝载信息科技有限公司,1.5万-2.5万,上海,3-5年,硕士,20-99人,民营,人工智能,http://www.zhaopin.com/jobdetail/CC818684770J40670187412.htm,"AI Software Product ManagerJob Duties:1. Responsible for the product design and external commercialization of AI, study the product business model, specify and formulate product strategies, and contin...",,
算法研究员（AI方向）,上海适途汽车技术有限公司,5万-10万,上海,10年以上,硕士,500-999人,民营,计算机软件,http://www.zhaopin.com/jobdetail/CC429165610J40560806313.htm,职位描述：1、项目规划与管理，负责整个AI项目的规划和执行。2、技术领导与创新，评估新技术和方法的可行性，推动技术的创新与优化。3、领导团队，开发基于深度学习的大模型。4、组建和管理一个多学科的技术团队。任职要求：1、硕士或以上学位，计算机科学、机器学习、工程或相关领域。2、至少5年以上工业软件研发相关工作经验，其中3年以上AI项目管理经验。3、具备汽车设计行业背景，熟悉汽车产品的设计开发流程和技...,,
AI应用工程师,苏州人瑞普惠人力资源服务有限公司,3万-5万,上海,5-10年,本科,500-999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC427775130J40781676515.htm,岗位职责：1、负责数据平台相关产品和解决方案的落地设计和交付工作。2、负责处理和管理大规模数据集，包括数据清洗、数据集成、数据转换、特征工程等预处理工作，以支持后续的模型训练和评估过程。 3、参与大模型、AI算法等的训练和调优工作，包括选择合适的算法和模型架构、调整模型超参数、解决模型训练中的问题等。4、负责将经过训练和调优的机器学习模型集成到生产环境中，包括模型的部署、性能优化、模型的在线和离线...,,16薪
销售-人工智能,恒意得科技,1万-2万,上海,1-3年,本科,100-299人,民营,电子设备制造,http://www.zhaopin.com/jobdetail/CC206451310J40301605603.htm,工作描述：销售机器视觉检测系统。该系统采用人工智能技术，主要应用在工业领域，实现各类场景下的无人化智能检测。1) 对于行业、客户、竞争者等信息进行收集、整理和分析。2）在销售总监指导下， 进行市场推广和销售。 岗位要求： 1）2年以上销售或者类似经验。 2）具备较强的客户沟通能力和较高的商务处理能力，具有良好的团队协作精神。 3）工作有激情，为人踏实，品行端正。 备注：简历附一张生活照。 职位福利...,"五险一金,年终奖,绩效奖金,带薪假期,高温补贴,节日慰问,定期团建",
营销管培生（科创+AI赛道）,企知道大数据科技有限公司,7千-8千,上海,1年以下,本科,1000-9999人,民营,专业技术服务,http://www.zhaopin.com/jobdetail/CCL1464680980J40605335308.htm,一、公司简介企知道科技是一家为政府提供企业动态监测、大数据招商引才、政策分析与匹配、科创生态管理等服务，为企业提供产学研对接、知识产权、产业政策咨询、财务、法律、品牌、融资等服务的科创服务机构。公司在全国设立60多家分子公司，为全国20多个省市的政府部门和30万家企业服务，是国家工信部认定的全国唯一的科创类大数据产业发展示范企业。我们是，中国科创企业全要素资源服务商；我们是，中国科创服务大数据基础...,"股票期权,包住,免费健身,体检福利,节日慰问,定期团建",16薪
AI influener（居家办公）实习生联合创始人--金融方向,上海套肯人工智能科技有限责任公司,150-250/天,上海,无经验,本科,20人以下,,人工智能,http://www.zhaopin.com/jobdetail/CCL1478181760J40694093105.htm,职位招募：AI influener（居家办公）联合创始人--金融方向根据AI发展趋势，AGI　五年内必然会实现，superintelligence 十年内必然实现。我们公司专注于superintelligenct，目前筹划用agent实现视频的自动编辑。欢迎您成为我们创业团队的核心成员，与我们一同成长，实现财务自由！我们提供： 丰厚的股份激励：加入我们一年后，您将获得价值1000万的公司预期股份。...,"股票期权,弹性工作",
【线上】 平面设计师,河南神笔网络科技有限公司,7千-1.1万,上海,经验不限,学历不限,100-299人,民营,装饰装修,http://www.zhaopin.com/jobdetail/CCL1468138190J40698655010.htm,【网店】设计师时间自由，地点不限，只要你会办公软件，欢迎加入我们1.不限时间和地点，会基础软件即可2.能对客户认真负责3.热爱logo设计4.可远程在线办公5.有网店经验优先考虑,,
ai算法专家,成都太能蜗客人力资源管理有限公司,5万-8万,上海,5-10年,本科,500-999人,其它,IT服务,http://www.zhaopin.com/jobdetail/CC550582480J40592828206.htm,主要职责：1.设计、开发和实施机器学习模型，以解决实际问题。2.研究和应用最新的AI技术和算法，以提高产品性能。3.与数据科学家、工程师和产品经理合作，定义项目需求和目标。4.对数据进行预处理、特征工程和模型评估。5.编写技术文档，包括算法设计、实验结果和性能评估。6.指导和培训团队成员，提升团队的AI技能和知识。职位要求：1.拥有计算机科学、数学、统计学或相关领域的本科或硕士学位。2.至少5年的...,,15薪
